id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,file_size,token_count,coverage,alpha_pl_0,gamma_0,error_pl_0,delta_0,beta_0,alpha_se_0,error_se_0,alpha_pl_3,gamma_3,error_pl_3,delta_3,beta_3,alpha_se_3,error_se_3,alpha_pl_9,gamma_9,error_pl_9,delta_9,beta_9,alpha_se_9,error_se_9,alpha_pl_27,gamma_27,error_pl_27,delta_27,beta_27,alpha_se_27,error_se_27
PG35817,Tradicions religiosas de Catalunya,"Valldaura, Agna de",1854.0,1930.0,['ca'],7.0,"{'Catalonia (Spain) -- Religion', 'Folklore -- Spain -- Catalonia'}",Text,93.09,18156.0,0.913086582947786,0.02535320992202029,-0.45119746686351553,317.08405850501924,0.6529220781722491,0.32777468629235046,-3.181527901442495,28.177852892842136,0.07442110358361273,-0.5876568420915657,13.037478098443191,0.36356881812607444,0.42987091005018174,-2.8970241670319186,2.0435081384155453,0.16013833036257452,-0.7331056375179481,29.58322322034655,0.14896729187427465,0.5907569236659771,-3.066298097988715,0.2448796985334648,0.7394224886143989,-1.073230971251543,0.9079200994576885,0.7386005521782687,0.3416069775451958,-1.6420681182256913,0.21124011406300042
PG22045,La festa dels reis: Lo que vulgueu,"Shakespeare, William",1564.0,1616.0,['ca'],7.0,"{'Illyria -- Drama', 'Shipwreck survival -- Drama', 'Mistaken identity -- Drama', 'Brothers and sisters -- Drama', 'Twins -- Drama', 'Comedies'}",Text,108.05,20812.0,0.95862963674803,0.026149856015796703,-0.549119953878358,1.0242553236830183,7.963231641571969,0.06130925494232504,4.291025588681237,0.6376479158730775,0.0673086433324262,-0.6068054981196058,3.79837065962952,3.5945680635073094,0.1184291696253181,0.6523730659700845,1.826842871989341,0.1233601333327858,-0.7021850083716453,4.974042214905037,6.550100663407593,0.08008981732554821,4.144308132526109,3.1994751105750856,0.22819636197719861,-0.8029835366476074,35.39724357754503,0.6267885524902204,0.3123503044079398,-2.459614044043954,10.858619712804666
PG17583,Els Herois,"Bertrana, Prudenci",1867.0,1941.0,['ca'],8.0,{'Fiction'},Text,147.39,26804.0,0.9618713624832116,0.020497269507896126,-0.4627327838266226,0.9555989486023639,1.5026113962490901,0.2039223754421196,-2.4643438934989828,0.15022934383171574,0.06822759826494341,-0.5911498186134344,0.03498783564639338,,,,,0.08477120738692347,-0.5753890804754668,0.05822581064990761,,,,,0.08115134759668073,-0.5293881971670933,0.056722169063509624,700.5482913450819,0.0007530037189724252,698.0326072916844,0.0566231799911548
PG15347,"Pinya de Rosa. Volume 2, Book 4","Ruyra, Joaquín",1858.0,1939.0,['ca'],1.0,{'Fiction'},Text,281.83,54624.0,0.9616468951376684,0.02575819792671839,-0.44416343529108687,1.563640869960049,1.2355403731104393,0.2189545618994711,-2.5349455226857676,0.15950425604678103,0.07604423323212717,-0.5379853094014208,0.0814235785634361,9.245824843176978,0.049766181126358215,6.563172134730051,0.04399578902281792,0.11007916439416666,-0.5663333958268496,0.045494703093283226,5.834027804398885,0.07339178796533309,3.3752319584866117,0.02208314087482791,0.17003327764964682,-0.6272566551783838,0.02149196232710913,17.19676694120926,0.03153660757390117,15.23166354508726,0.018166204130426925
PG17410,Ànimes atuïdes,"Roig i Raventós, Josep",1883.0,1966.0,['ca'],5.0,"{'Short stories', 'Fiction'}",Text,216.58,42168.0,0.975313033579966,0.022384324127411887,-0.4206022213912109,2.632556782859955,0.6594492079070285,0.31158878757225883,-3.2820597683810244,0.2590288029428195,0.07680223768138623,-0.5718273319903228,0.19762218344931756,110.47041074773072,0.005096301761134147,107.89231484143465,0.18849720762887207,0.1046108442194062,-0.5852342236541634,0.17918950580055493,31.326638435378943,0.017483013670710566,29.0028625531925,0.15754552681353678,0.13178259790173216,-0.5984771812361283,0.13697183142851488,1.0293707019720786,0.21360371128245978,-1.9810426922049111,0.04636001793802701
PG25443,Arran del Cingle,"Morató, Joseph",1875.0,1918.0,['ca'],2.0,{'Catalan fiction'},Text,164.28,32624.0,0.9786047081902892,0.017254598731790027,-0.45185459085531854,1382.869174171054,0.7731751200845516,0.2986728770152368,-3.428755420867849,22.66542455939329,0.05568263670665592,-0.5622323177711449,28.58571270910378,4.2903674132461,0.09704673192248128,1.2020650124759285,13.593674702204689,0.08576456722755221,-0.6127578610089673,70.98283463817204,3.635950782281089,0.11106213079860486,0.7957181055125147,39.19886656681904,0.14203170327522152,-0.6944723779345209,4.088864735255486,2.4907658503823313,0.14401441814143984,-0.280592069925422,2.568146884501109
PG18198,Els camins del paradís perdut,"Riber, Llorenç",1881.0,1958.0,['ca'],3.0,{'Fiction'},Text,149.88,28778.0,0.9688998540551812,0.027533910490130088,-0.4435441610447066,5.7153066386678955,0.6867787982199239,0.32021351336779974,-3.041734965188533,0.20685583269658336,0.10207963749369497,-0.6185846408614122,1.1634139822212415,14.62815247938828,0.0378125113049757,12.261544320130296,0.8353690802599661,0.14845211757609647,-0.6467591211040867,0.2887174823667612,,,,,0.19268898415188207,-0.6629763815761507,0.04467558635795932,25.978625874279825,0.022965556682941417,24.182370943688063,0.03996412078449037
PG56866,Enllà: Poesies,"Maragall, Joan",1860.0,1911.0,['ca'],10.0,{'Catalan poetry'},Text,24.56,4995.0,0.974974974974975,0.027347236927171763,-0.35668062202292194,11.914846257554867,0.6900398956966544,0.261209280030151,-3.052587097443268,2.777621516049635,0.09551659477692077,-0.5262850024744727,7.247762382258553,6.955172926381807,0.0620626892581187,4.475174537976894,5.08146917086849,0.1332708020709779,-0.5521148091836122,0.9893797838407663,0.9149201722336017,0.23866025190094825,-1.772946425362032,0.2723922712743017,0.3082762007407782,-0.7044362386890467,6.69778733448629,1.7323893667539945,0.17931118525439851,-0.4226340881881553,3.412166456565474
PG14816,La Mare-Balena,"Català, Víctor",1869.0,1966.0,['ca'],8.0,{'Short stories'},Text,109.97,21159.0,0.9716905335790916,0.0203140697821429,-0.4616721984940136,1.936070193728996,2.286906750484222,0.14797699425529073,-1.6772247408797525,0.5173987506505008,0.055650911376087714,-0.5289471932369832,5.48118556402233,1654.239992747998,0.0003194255319593877,1651.350599243748,5.471842191588312,0.06936458545659273,-0.5155408611549045,1.4995383567024232,1.0120605142483652,0.21548594582894068,-2.2638442687449096,0.5753070769641782,0.12131332392477205,-0.6026577229141231,27.177242202932675,0.043547964352499746,0.6447666646068159,-3.8976521350519286,5.68102172994464
PG14768,La Parada,"Ruyra, Joaquín",1858.0,1939.0,['ca'],6.0,{'Fiction'},Text,247.07,46616.0,0.964561523940278,0.026742109361201916,-0.46809885551123254,1.4466027433366249,3.54144459067028,0.10561951209422966,-0.13283888004212396,0.5679974121881533,0.07111620890528356,-0.5267962932058811,0.02713518428847501,,,,,0.09191528233554468,-0.5230447685498774,0.017488648917566737,33.706488945522935,0.014661115417394531,31.267835674475368,0.015301815434580025,0.11888324388947782,-0.5426934101873225,0.0124362142768575,1.9627938769255435,0.14175608200265227,-0.8278011729914508,0.005871864697883866
PG17046,Les alegres comares de Windsor,"Shakespeare, William",1564.0,1616.0,['ca'],10.0,"{'Married women -- Drama', 'Windsor (Berkshire, England) -- Drama', 'Falstaff, John, Sir (Fictitious character) -- Drama', 'Comedies'}",Text,129.33,24358.0,0.9509811971426224,0.02704655155905608,-0.5426489353233255,2.657902333377701,18.728894732655824,0.02748527425216261,15.105816712306131,1.904922967686605,0.06257390453033435,-0.559366217385232,7.281753785132844,4.141217818714077,0.09931612018036388,1.1662694571469212,3.5341957881313264,0.10665230198861303,-0.6259163878416015,38.30684752380359,3.489532259298948,0.11640573847302893,0.8500627058582213,21.64139171336308,0.200191311898055,-0.7315702542140415,0.2917614757489778,13.468705435721269,0.04444360204203512,11.560529998216897,0.2529484686818215
PG19664,"Els Deu Mil: And Vida D'artaxerxes, Per Plutarc",Xenophon,-431.0,-355.0,['ca'],17.0,"{'Iran -- History -- To 640', 'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Artaxerxes I, King of Persia, -425 B.C. or 424 B.C.'}",Text,403.8,76923.0,0.9801749801749802,0.02429021222437398,-0.34754804301028935,0.057152104803301004,2.0714556527291785,0.12139583265356878,-1.7264231101919203,0.011406325045939228,0.06092388998111537,-0.37591491117413095,0.009035858137541139,4.809168598448975,0.06281001440391609,1.900038375331099,0.003600086034536034,0.08642175248141322,-0.4015713519978616,0.005459781857154803,6.846697412487239,0.048236057027660637,4.262597431805861,0.0032508772175087303,0.1118200294633377,-0.42680846831283054,0.004822521810150948,4.180489162037823,0.07218176832334976,1.6857860654041685,0.0031543350701163644
PG10686,Tine,"Bang, Herman",1857.0,1912.0,['da'],25.0,"{'Schleswig-Holstein War, 1864 -- Fiction', 'War stories'}",Text,242.18,46324.0,0.9557464813055868,0.012961884485151433,-0.33621261764468885,39.683576419553454,0.8557828203020743,0.21752879469026734,-3.6203823298877955,7.995666391400825,0.03516970793387776,-0.43066734560996855,0.031200801854631446,1400.7740365893912,0.000307132209214918,1397.4258346678785,0.031120648838873728,0.04489129790102948,-0.4314917927046168,0.024523162300640146,3.3545771748128845,0.08966151783383124,-0.0014762844143918616,0.013140460560055817,0.06005585212929607,-0.46587771756260604,0.016143637602015655,1.6663994440638208,0.14174529866065735,-1.7293260479709458,0.0089566742914175
PG44275,Fru Marie Grubbe: Interieurer fra det syttende Aarhundrede,"Jacobsen, J. P. (Jens Peter)",1847.0,1885.0,['da'],10.0,"{'Grubbe, Marie, approximately 1640-1718 -- Fiction', 'Women -- Denmark -- Fiction', 'Biographical fiction', 'Denmark -- History -- 17th century -- Fiction'}",Text,397.82,73830.0,0.9622646620614926,0.024864865518998514,-0.3535888826929459,1234.6960347305537,0.3771044287698353,0.3508202853672413,-3.5262868716048064,88.7507999137262,0.06921407109561556,-0.4431388996858679,3.603018669528443,0.5787732550222964,0.2857770000507199,-2.541697413680395,0.5106223907134799,0.11297074933986095,-0.5079182430373222,1.8733070355866819,0.36761945648458755,0.3465297245900379,-2.6356818260794075,0.1946670711986234,0.24691289017110943,-0.6506543670989465,1.514574930322271,0.21801542505043403,0.41989402388852265,-2.790392017566864,0.18101785354448852
PG2143,"Bibelen, Det nye Testamente",,,,['da'],21.0,{'Bible. New Testament'},Text,855.78,166853.0,0.9955050253816232,0.02132240948577793,-0.2661954674010832,0.05933111095851097,0.34446699495856525,0.310124331439358,-3.6593165435435657,0.045174949618582885,0.06486395457543308,-0.3822113346004441,0.003624473033984524,45.180390000033775,0.008226433465877973,42.4297948706546,0.004035567796756202,0.08537078412458073,-0.39798710320533354,0.005254745579055014,,,,,0.08450479800709676,-0.369453185406682,0.0038842353797119856,,,,
PG43338,Isblink: Digte fra den grønlandske Polarregion,"Erichsen, L. Mylius (Ludvig Mylius)",1872.0,1907.0,['da'],10.0,{'Greenland -- Poetry'},Text,131.52,24780.0,0.9655367231638418,0.016834237265120768,-0.35330139631195895,405.3216829727876,0.5186036137564427,0.30252700485124984,-3.734777457341697,188.84347116776055,0.053102643164791866,-0.4821318800879564,0.1757241188406077,4.181451469617334,0.08671055487579697,1.0738109399155236,0.10530873091213144,0.07608814834413559,-0.5123559980493542,0.11151354723607224,0.8770912257189336,0.2335059320349499,-2.322611377653313,0.0317923114260769,0.15434390968819311,-0.6398515770702675,0.0965694188407051,1.4000650856531356,0.1899820416358694,-1.413493384711134,0.047658775627361614
PG13599,Ambrosius,"Molbech, Chr. K. F. (Christian Knud Frederik)",1821.0,1888.0,['da'],5.0,{'Danish drama'},Text,132.64,25644.0,0.9786694743409764,0.01640135189375092,-0.43614181894035703,178.45233916308428,0.7807911997564009,0.2839149157623909,-3.4836914721857863,23.31553357869543,0.04753201938610619,-0.5552852595469839,134.2472354403353,1.2391448350290464,0.22290114773679987,-2.2127918352712888,39.0032013198519,0.08174732737498466,-0.6419907158250917,29.6962799254333,1.5612779039686917,0.19702268573488205,-1.5807851258819152,9.547644819716325,0.14922406605348243,-0.7480349227267071,3.176138804543158,0.4795632744009485,0.3365768331485965,-3.008702586454242,1.2492668767106838
PG39507,Støv og Stjærner,"Hjortø, Knud",1869.0,1931.0,['da'],8.0,{'Danish fiction'},Text,240.18,44485.0,0.9797684612790828,0.020362784894087275,-0.34121267261675126,23.687870612609416,1.258316599072565,0.16860560535614946,-2.755364957303141,9.605116059319696,0.05061586106332811,-0.3943867738359923,0.2844009197340231,0.7491649644893666,0.231624963034978,-2.594789688415629,0.03688540326260054,0.07628779893042423,-0.43747380192721813,0.17433276527132355,0.5433738720729164,0.2683429728918742,-2.6547547183582916,0.02268283948349367,0.12925606073365717,-0.5223210248507404,0.1016724510602834,0.18364752157329625,0.4056540843132389,-3.178504788358594,0.008263370046160269
PG43899,Et Ægteskabs Historie: En Virkelighedsskildring,"Østergaard, Vilhelm",1852.0,1928.0,['da'],3.0,{'Danish fiction'},Text,331.47,61100.0,0.9873813420621932,0.019402378476257205,-0.36822099136674064,1.6523842422079764,4.111341820141059,0.07357583806555612,0.11432859043957055,1.0564062413785706,0.04238154925230337,-0.3877767500120463,0.1007809872492255,1.0551646938217931,0.18849308578456625,-2.4091650045342634,0.01578209317031555,0.0630286749685238,-0.4312035477537427,0.09964527812446419,0.5927912830013501,0.25532462558044916,-2.768358250052797,0.012766068392898563,0.10698967046790481,-0.5174756917920939,0.07052690095643138,0.20053424207977616,0.3924125780626036,-3.315966774841111,0.006091630235924556
PG24447,En Nihilist,"Stepniak, S.",1851.0,1895.0,['da'],16.0,{'Nihilism -- Fiction'},Text,391.15,71178.0,0.9873134957430668,0.02055961456138889,-0.4502031263295825,0.48155522019025027,,,,,0.04143580540977121,-0.44199395773317657,0.12675145509994032,2.5237149065800013,0.11766906574688177,-0.876633126899493,0.04244672852167578,0.06133499528342126,-0.48044058274183155,0.03974289866227575,1.6834829783266423,0.1546373295505547,-1.5414048277173371,0.00899436438275883,0.09617518768568839,-0.5488975162260519,0.01221914206352128,4.160269965449352,0.08747150505495283,1.373720878181415,0.006638703304975791
